종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가(원),상장주식수(주),상장시가총액(원)
001520,동양,1635,-35.00,-2.10,1635,1625,1582231,2583252970,1670,1685,1590,500,237379633,3.88116E+11
084670,동양고속,35100,-1100,-3.04,35350,35100,7629,268930100,36200,36450,34950,5000,2652000,93085200000
030790,동양네트웍스,1360,-55.00,-3.89,1360,1355,415970,574903020,1440,1440,1340,500,31314442,42587641120
002900,동양물산,9500,-250.00,-2.56,9550,9500,22970,222587220,9890,9890,9480,5000,6538890,62119455000
082640,동양생명,13700,-400.00,-2.84,13700,13650,621090,8667665550,13750,14300,13600,5000,107572390,1.47374E+12
008970,동양철관,1135,-15.00,-1.30,1140,1135,519193,588208260,1135,1145,1120,500,81451824,92447820240
003580,동원,4935,-175.00,-3.42,4935,4920,7307,36466670,5090,5340,4910,5000,4714788,23267478780
049770,동원F&B,361000,27500,8.25,361000,357000,32090,11532168500,333500,369000,318500,5000,3859124,1.39314E+12
018500,동원금속,2185,40.00,1.86,2185,2180,148266,319693065,2145,2195,2120,500,29223542,63853439270
006040,동원산업,302000,-500.00,-0.17,302500,302000,3637,1095237500,300000,309500,299000,5000,3363200,1.01569E+12
030720,동원수산,7390,-90.00,-1.20,7490,7390,9045,67275470,7500,7500,7370,5000,4059609,30000510510
014820,동원시스템즈,87700,5300,6.43,87700,87500,74813,6394860800,83800,88000,82700,5000,24079554,2.11178E+12
163560,동일고무벨트,15550,-900.00,-5.47,15650,15550,95793,1523453750,16400,16500,15550,500,11890000,1.8489E+11
001530,동일방직,81500,-2900,-3.44,82800,81500,2726,224590300,83400,83500,81500,5000,2253852,1.83689E+11
004890,동일산업,74100,0.00,0.00,74200,74100,936,69550700,74600,75000,74000,5000,2425215,1.79708E+11
019300,동일제지,2930,-25.00,-0.85,2945,2930,68568,199067420,2955,2980,2880,500,39690000,1.16292E+11
000020,동화약품,8950,70.00,0.79,9000,8950,168206,1505304200,8710,9190,8610,1000,27931470,2.49987E+11
000150,두산,103000,500.00,0.49,103500,103000,29297,3050080500,102000,106500,101000,5000,21270888,2.1909E+12
011160,두산건설,7690,-130.00,-1.66,7690,7680,113139,879988070,7880,8000,7630,5000,58050858,4.46411E+11
082740,두산엔진,5550,-100.00,-1.77,5590,5550,129241,721455200,5650,5700,5540,1000,69500000,3.85725E+11
042670,두산인프라코어,9830,-50.00,-0.51,9840,9830,794794,7836020030,9900,10050,9720,5000,207455314,2.03929E+12
034020,두산중공업,24700,100.00,0.41,24750,24700,290904,7201826350,24000,25250,24000,5000,106158256,2.62211E+12
024090,디씨엠,16800,50.00,0.30,16800,16750,22342,371097400,16550,16950,16500,500,11700000,1.9656E+11
003160,디아이,7140,-60.00,-0.83,7150,7140,170010,1201402260,7030,7160,6980,500,31496785,2.24887E+11
092200,디아이씨,5860,860.00,17.20,5870,5860,890130,4910875755,4905,5860,4905,500,21700000,1.27162E+11
013570,디와이,6110,-220.00,-3.48,6110,6100,171929,1057761710,6200,6330,6080,500,20623600,1.2601E+11
210540,디와이파워,9270,200.00,2.21,9270,9200,73918,676758970,9140,9350,9030,500,11041708,1.02357E+11
026890,디피씨,6380,-170.00,-2.60,6380,6370,345144,2191327170,6470,6480,6240,500,41678175,2.65907E+11
115390,락앤락,12450,0.00,0.00,12500,12450,231027,2899726250,12300,12800,12250,500,55000000,6.8475E+11
032350,롯데관광개발,16000,-300.00,-1.84,16000,15950,19381,308836400,16000,16150,15750,500,24613632,3.93818E+11
000400,롯데손해보험,2650,-50.00,-1.85,2675,2650,178148,476594925,2695,2725,2650,1000,67280000,1.78292E+11
023530,롯데쇼핑,228000,-500.00,-0.22,228000,227500,65101,14751007000,226500,230000,225000,5000,31490892,7.17992E+12
004990,롯데제과,1935000,-54000,-2.71,1935000,1933000,2555,4903752000,2000000,2000000,1902000,5000,1421400,2.75041E+12
005300,롯데칠성,2505000,-27000,-1.07,2505000,2500000,4906,12294096000,2532000,2540000,2454000,5000,1237203,3.09919E+12
011170,롯데케미칼,275000,3000,1.10,275500,275000,96958,26905789500,270000,281000,266000,5000,34275419,9.42574E+12
002270,롯데푸드,903000,5000,0.56,904000,903000,4008,3564506000,879000,907000,876000,5000,1369436,1.2366E+12
071840,롯데하이마트,72700,-1700,-2.28,72700,72300,84314,6130233700,73100,73800,72100,5000,23607712,1.71628E+12
027740,마니커,560,-10.00,-1.75,560,558,104778,58878901,577,577,555,500,72001070,40320599200
204320,만도,131500,500.00,0.38,131500,131000,42693,5537627500,129000,132000,127000,5000,9391424,1.23497E+12
001080,만호제강,23300,-50.00,-0.21,23300,23200,2899,66980750,23750,23750,22750,1000,4150000,96695000000
088980,맥쿼리인프라,8040,50.00,0.63,8040,8030,1127695,9043567650,8000,8050,7990,0,331459341,2.66493E+12
138040,메리츠금융지주,14700,500.00,3.52,14700,14600,443020,6387763750,14200,14700,14100,500,142885818,2.10042E+12
008560,메리츠종금증권,6840,-200.00,-2.84,6850,6840,1101183,7628906680,6900,7080,6810,1000,311782377,2.13259E+12
000060,메리츠화재,14400,-350.00,-2.37,14450,14400,253793,3692561750,14600,14650,14400,500,105963000,1.52587E+12
017180,명문제약,3335,15.00,0.45,3340,3335,295049,988510520,3300,3530,3275,500,18110000,60396850000
012690,모나리자,5570,10.00,0.18,5580,5570,818750,4663077700,5430,5970,5380,500,36571255,2.03702E+11
005360,모나미,3270,-70.00,-2.10,3270,3250,314566,1022887170,3210,3340,3170,1000,13897307,45444193890
009680,모토닉,10950,-200.00,-1.79,11000,10950,44159,480319700,10850,11050,10650,500,33000000,3.6135E+11
009580,무림P&P,4545,50.00,1.11,4550,4545,145096,651933580,4505,4565,4425,2500,62368324,2.83464E+11
009200,무림페이퍼,3495,-200.00,-5.41,3510,3495,347734,1236220465,3650,3670,3460,2500,41609310,1.45425E+11
033920,무학,59700,2100,3.65,59700,59600,128681,7594435500,58300,60000,57300,200,28100000,1.67757E+12
008420,문배철강,2190,-70.00,-3.10,2210,2190,51665,114411655,2290,2290,2175,500,20503505,44902675950
025560,미래산업,262,4.00,1.55,262,261,23393425,6225015620,256,275,254,100,445071989,1.16609E+11
007120,미래아이앤지,1085,-40.00,-3.56,1085,1080,333934,361648515,1120,1120,1055,500,53522468,58071877780
037620,미래에셋증권,54200,-900.00,-1.63,54500,54200,92146,5040550100,55500,55800,53600,5000,43958609,2.38256E+12
002840,미원상사,167000,-2500,-1.47,167500,167000,52,8736500,170000,170000,166000,5000,894637,1.49404E+11
107590,미원에스씨,288500,-500.00,-0.17,289000,288000,131,37772000,288500,289000,287500,5000,724489,2.09015E+11
134380,미원화학,44250,-3350,-7.04,45200,44250,3329,153182200,47600,47650,44250,1000,2347435,1.03874E+11
003650,미창석유,74000,-1500,-1.99,74300,74000,2047,151028900,75500,75500,73000,5000,1739672,1.28736E+11
155900,바다로19호,3485,-110.00,-3.06,3585,3485,257,917465,3605,3605,3485,5000,15200004,52972013940
092630,바다로3호,3400,0.00,0.00,3400,3360,0,0,0,0,0,5000,886869,3015354600
003610,방림,30400,200.00,0.66,30450,30400,7182,216267750,30550,30550,29900,5000,4231409,1.28635E+11
001340,백광산업,2120,70.00,3.41,2125,2120,560197,1137396425,1950,2165,1870,500,31211241,66167830920
014580,백광소재,2735,-15.00,-0.55,2745,2735,9127,25093015,2740,2780,2735,500,27583100,75439778500
035150,백산,5860,-160.00,-2.66,5870,5860,122034,722628460,6040,6080,5780,500,24200000,1.41812E+11
002410,범양건영,14450,-450.00,-3.02,14500,14450,30315,439436450,14850,14900,14300,5000,2663795,38491837750
084870,베이직하우스,15350,-700.00,-4.36,15350,15300,458863,7052183150,15600,15950,14850,500,20856819,3.20152E+11
007210,벽산,9300,470.00,5.32,9300,9290,1255510,11479018220,8870,9340,8750,500,68560000,6.37608E+11
002760,보락,4130,-205.00,-4.73,4245,4130,93262,396519590,4300,4370,4105,1000,11980000,49477400000
003850,보령제약,58400,2000,3.55,58500,58400,154291,9179538000,57000,62000,56200,2500,8040000,4.69536E+11
004740,보루네오,1005,-20.00,-1.95,1010,1005,247373,250991253,1030,1045,990,500,23486091,23603521455
000890,보해양조,1630,-70.00,-4.12,1635,1630,1344686,2228335865,1700,1720,1605,500,83550081,1.36187E+11
003000,부광약품,29100,300.00,1.04,29300,29100,223679,6599509200,28900,30300,28800,500,34057029,9.9106E+11
001270,부국증권,17200,-50.00,-0.29,17450,17200,761,12895850,17000,17200,16650,5000,10369886,1.78362E+11
026940,부국철강,2650,-35.00,-1.30,2650,2645,35967,95757380,2685,2700,2620,500,20000000,53000000000
015350,부산가스,36950,200.00,0.54,36950,36800,2474,91460500,36800,37250,36750,5000,11000000,4.0645E+11
011390,부산산업,29500,-1250,-4.07,29550,29500,16043,484878350,30750,31850,29050,5000,1056000,31152000000
005030,부산주공,2255,-60.00,-2.59,2255,2250,24671,56407985,2315,2330,2230,500,13949256,31455572280
100220,비상교육,10100,-350.00,-3.35,10150,10100,33251,337635000,10250,10450,10100,500,12996741,1.31267E+11
005180,빙그레,77400,-4400,-5.38,77500,77400,88271,6909632500,80700,80900,77000,5000,9851241,7.62486E+11
003960,사조대림,19400,-3350,-14.73,19400,19350,163047,3377820150,22750,22750,18800,5000,5960575,1.15635E+11
007160,사조산업,85600,200.00,0.23,85600,85500,44984,3893841000,85000,88700,84900,5000,5000000,4.28E+11
014710,사조씨푸드,8110,-430.00,-5.04,8120,8110,240597,1967073120,8350,8520,7970,1000,17218543,1.39642E+11
006090,사조오양,15450,-500.00,-3.13,15550,15450,89746,1413922700,15800,16300,15400,5000,4360000,67362000000
079660,사조해표,20400,800.00,4.08,20400,20250,57742,1173780700,19750,20750,19550,5000,7160000,1.46064E+11
005090,삼광글라스,105000,-4500,-4.11,106000,105000,34175,3588257000,109000,109500,103500,5000,4854418,5.09714E+11
005610,삼립식품,262000,-1000,-0.38,263000,262000,13550,3520735500,263000,263500,254500,5000,8629009,2.2608E+12
001470,삼부토건,5050,30.00,0.60,5060,5050,36612,184351630,5030,5120,4985,5000,8802687,44453569350
006400,삼성SDI,113000,-500.00,-0.44,113500,113000,173039,19613874500,113000,114500,112000,5000,68764530,7.77039E+12
006660,삼성공조,10900,-50.00,-0.46,10900,10750,11605,125372900,10850,10950,10750,500,8126314,88576822600
000830,삼성물산,66800,-1600,-2.34,66900,66800,2582353,1.7174E+11,69000,69200,64700,5000,156217764,1.04353E+13
032830,삼성생명,108000,1500,1.41,108500,108000,193231,20817909796,107000,109000,106000,500,200000000,2.16E+13
018260,삼성에스디에스,263000,-6500,-2.41,263500,263000,56427,14841882500,265000,267500,262000,500,77377800,2.03504E+13
028050,삼성엔지니어링,32750,-1750,-5.07,32850,32750,420185,13931759050,33900,34150,32600,5000,40000000,1.31E+12
009150,삼성전기,55600,100.00,0.18,55700,55600,187850,10477986700,55200,56400,55200,5000,74693696,4.15297E+12
005930,삼성전자,1270000,-7000,-0.55,1271000,1270000,161356,2.03038E+11,1255000,1274000,1255000,5000,147299337,1.8707E+14
004000,삼성정밀화학,36700,600.00,1.66,36700,36650,61549,2252895450,36000,36950,35700,5000,25800000,9.4686E+11
001360,삼성제약,15500,-1500,-8.82,15550,15500,1263291,20171001050,16600,16850,15150,500,26289687,4.0749E+11
010140,삼성중공업,17450,-50.00,-0.29,17500,17450,1146557,20133083250,17400,17900,17300,5000,230875386,4.02878E+12
016360,삼성증권,55700,-1400,-2.45,55800,55700,524608,28432686700,57100,57900,55300,5000,76435165,4.25744E+12
068290,삼성출판사,11300,-500.00,-4.24,11300,11250,165717,1893223850,11650,11850,11200,500,10000000,1.13E+11
029780,삼성카드,38900,-850.00,-2.14,38900,38850,160312,6233076700,39550,39550,38550,5000,115858891,4.50691E+12
012450,삼성테크윈,34250,100.00,0.29,34300,34250,553071,18970686700,34200,34850,33850,5000,53130000,1.8197E+12
000810,삼성화재,298500,5500,1.88,299000,298500,172205,50782594000,290000,300500,290000,500,47374837,1.41414E+13
006110,삼아알미늄,3630,-70.00,-1.89,3630,3610,11816,43348575,3640,3770,3550,500,11000000,39930000000
145990,삼양사,125000,8000,6.84,125500,125000,66720,8427913500,121000,132500,117000,5000,6136619,7.67077E+11
003230,삼양식품,23450,-700.00,-2.90,23500,23450,19853,472043850,24150,24300,23350,5000,7533015,1.76649E+11
003940,삼양제넥스,215500,3500,1.65,216000,215500,24620,5387220000,212000,227000,206000,5000,1905907,4.10723E+11
002170,삼양통상,110000,0.00,0.00,110500,110000,1489,163485000,110500,110500,109000,5000,3000000,3.3E+11
000070,삼양홀딩스,157500,36000,29.63,0,157500,299145,44647473500,130000,157500,128500,5000,8564271,1.34887E+12
002810,삼영무역,19700,-700.00,-3.43,19750,19700,59788,1186965000,20100,20300,19200,500,16466623,3.24392E+11
005680,삼영전자,14950,200.00,1.36,15000,14950,36530,544468100,14750,15100,14650,500,20000000,2.99E+11
003720,삼영화학,1745,-20.00,-1.13,1750,1745,104806,182463205,1755,1760,1725,500,34000000,59330000000
023000,삼원강재,3810,-40.00,-1.04,3810,3790,38538,146334250,3830,3850,3770,500,40000000,1.524E+11
004380,삼익THK,8500,40.00,0.47,8500,8470,21506,179781580,8270,8530,8250,500,21000000,1.785E+11
002450,삼익악기,4590,20.00,0.44,4600,4590,1215665,5605679755,4470,4710,4440,500,83864249,3.84937E+11
000520,삼일제약,8950,-390.00,-4.18,8960,8950,66084,590243940,9330,9330,8720,1000,5500000,49225000000
009770,삼정펄프,36200,350.00,0.98,36200,36000,3524,127259700,35850,36550,35550,5000,2499971,90498950200
005500,삼진제약,26150,-100.00,-0.38,26150,26100,65452,1710363900,26200,26700,25650,1000,13900000,3.63485E+11
004690,삼천리,135500,-2500,-1.81,136000,135500,7917,1077161000,136500,138000,134500,5000,4055025,5.49456E+11
001880,삼호,24600,-1300,-5.02,24750,24600,32912,816776250,25900,26000,24250,5000,15179766,3.73422E+11
010960,삼호개발,3320,-60.00,-1.78,3360,3320,71893,240826410,3380,3415,3320,500,25000000,83000000000
004450,삼화왕관,46800,-1900,-3.90,47400,46800,1283,60708250,48700,49500,46500,5000,2154379,1.00825E+11
009470,삼화전기,4690,-190.00,-3.89,4745,4690,34773,165287965,4885,4885,4680,1000,6613820,31018815800
011230,삼화전자,1350,5.00,0.37,1350,1345,24065,32389575,1360,1360,1340,1000,11617800,15684030000
001820,삼화콘덴서,3995,-15.00,-0.37,3995,3990,29300,115705880,3930,4010,3925,1000,10395000,41528025000
000390,삼화페인트,15600,-550.00,-3.41,15650,15600,89000,1394096150,16050,16050,15450,500,22400000,3.4944E+11
013700,삼환까뮤,12500,150.00,1.21,12750,12500,188544,2202321950,11750,13650,10400,5000,4515228,56440350000
041650,상신브레이크,6760,-130.00,-1.89,6790,6760,147844,995235440,6850,6930,6580,500,21471450,1.45147E+11
075180,새론오토모티브,10350,200.00,1.97,10350,10300,17751,181686050,10200,10450,10000,500,19200000,1.9872E+11
007540,샘표식품,47800,200.00,0.42,47800,47700,11742,557535650,45650,49300,45650,1000,4444000,2.12423E+11
007860,서연,11350,-200.00,-1.73,11400,11350,330668,3829332200,11450,12100,11250,500,22485004,2.55205E+11
017390,서울가스,142000,-1500,-1.05,144000,142000,30,4230000,143500,143500,139000,5000,5000000,7.1E+11
004410,서울식품,3645,-145.00,-3.83,3670,3645,166626,625146070,3790,3945,3590,2500,13216400,48173778000
021050,서원,1360,-30.00,-2.16,1390,1360,66132,90814305,1410,1410,1360,500,27974590,38045442400
008490,서흥,51800,2750,5.61,51800,51700,108703,5525902550,49750,52300,48200,500,11569113,5.9928E+11
007610,선도전기,2315,35.00,1.54,2315,2310,117822,268477270,2275,2335,2245,500,18000000,41670000000
136490,선진,29000,0.00,0.00,29000,28950,6839,198077600,28550,29200,28550,500,8140000,2.3606E+11
002820,선창산업,13550,250.00,1.88,13550,13500,317510,4298426400,13300,13800,13200,1000,12428168,1.68402E+11
014910,성문전자,1455,-20.00,-1.36,1455,1450,43409,63734320,1475,1515,1455,500,15088035,21953090925
003080,성보화학,57000,100.00,0.18,57000,56800,655,37303800,57000,57100,56500,5000,2002000,1.14114E+11
004980,성신양회,15300,100.00,0.66,15350,15300,359647,5526150000,15100,16000,14800,5000,23528636,3.59988E+11
011300,성안,943,-32.00,-3.28,943,942,1586211,1523520839,980,999,926,500,56857860,53616961980
005980,성지건설,5660,60.00,1.07,5660,5600,3571,19904690,5700,5700,5500,5000,9746620,55165869200
000180,성창기업지주,39700,-1300,-3.17,40000,39700,53476,2158231100,41300,41750,39650,5000,5775160,2.29274E+11
002420,세기상사,51000,-3300,-6.08,51600,51000,9657,503212600,56200,56200,50600,5000,407592,20787192000
004360,세방,19900,-350.00,-1.73,19900,19800,22007,436442700,20000,20100,19650,500,19308690,3.84243E+11
004490,세방전지,42000,0.00,0.00,42100,42000,40397,1700150750,41500,43050,41200,500,14000000,5.88E+11
001430,세아베스틸,43050,2550,6.30,43150,43050,141410,5987126100,40500,43350,40300,5000,35862119,1.54386E+12
003030,세아제강,70300,200.00,0.29,70500,70300,13464,951773600,70100,71800,69600,5000,6000000,4.218E+11
019440,세아특수강,20700,-450.00,-2.13,20750,20700,11807,246119350,20950,21200,20700,5000,8570000,1.77399E+11
058650,세아홀딩스,193000,-1500,-0.77,197000,193000,1192,226985500,194500,198000,187000,5000,4000000,7.72E+11
013000,세우글로벌,1355,-30.00,-2.17,1355,1350,341966,461389410,1375,1400,1310,500,23690705,32100905275
091090,세원셀론텍,5910,-120.00,-1.99,5910,5860,2239537,13223023820,5800,6130,5690,500,43275160,2.55756E+11
021820,세원정공,26750,400.00,1.52,26800,26750,10720,285761450,27350,27350,26100,500,10000000,2.675E+11
067830,세이브존I&C,6320,-80.00,-1.25,6320,6300,22546,141469870,6400,6400,6220,1000,41040895,2.59378E+11
033530,세종공업,10250,-200.00,-1.91,10300,10250,65462,673139300,10250,10500,10150,500,20054430,2.05558E+11
027970,세하,1625,5.00,0.31,1625,1620,21085,33633940,1590,1675,1570,1000,19682220,31983607500
145210,세화아이엠씨,11700,-100.00,-0.85,11700,11550,46052,536190600,11800,11950,11450,500,11882640,1.39027E+11
004430,송원산업,9540,-180.00,-1.85,9560,9540,80278,771487950,9590,9770,9510,500,24000000,2.2896E+11
017550,수산중공업,1825,-90.00,-4.70,1825,1820,1093231,2001317525,1915,1915,1785,500,50450590,92072326750
002200,수출포장,24000,-550.00,-2.24,24050,24000,10781,260302650,24550,24550,23850,5000,4000000,96000000000
003060,슈넬생명과학,510,5.00,0.99,510,509,5983518,3103760690,501,532,500,500,160779894,81997745940
053210,스카이라이프,18350,-200.00,-1.08,18350,18250,133334,2452859800,18550,18750,18050,2500,47821966,8.77533E+11
016590,신대양제지,41900,-50.00,-0.12,41900,41500,17947,735127300,41550,41900,39900,5000,3665813,1.53598E+11
029530,신도리코,68100,700.00,1.04,68100,67600,9222,620535700,67100,68100,66100,5000,10080029,6.8645E+11
004970,신라교역,20400,-100.00,-0.49,20400,20350,3096,62977750,20500,20500,20250,500,16000000,3.264E+11
011930,신성솔라에너지,1290,-55.00,-4.09,1290,1285,433233,566395620,1325,1350,1275,500,75525800,97428282000
104120,신성에프에이,2810,75.00,2.74,2810,2805,486455,1363964935,2745,2880,2640,500,17626262,49529796220
104110,신성이엔지,1670,0.00,0.00,1675,1670,120752,199995790,1670,1695,1615,500,17626262,29435857540
005390,신성통상,1800,-120.00,-6.25,1805,1800,3613539,6627129490,1890,1935,1790,500,143708390,2.58675E+11
004170,신세계,232000,500.00,0.22,233000,232000,55829,11746070000,229500,234500,224500,5000,9845181,2.28408E+12
035510,신세계 I&C,174000,-4000,-2.25,174000,173500,5557,986402500,186000,186000,172500,5000,1720000,2.9928E+11
034300,신세계건설,74700,-1000,-1.32,74700,74600,16229,1196363100,75600,75600,72400,5000,4000000,2.988E+11
031430,신세계인터내셔날,112500,-3500,-3.02,113500,112500,41941,4697043500,114000,116500,109500,5000,7140000,8.0325E+11
031440,신세계푸드,191000,8000,4.37,191500,191000,46023,8673012500,185500,193000,180000,5000,3872480,7.39644E+11
006880,신송홀딩스,9000,-50.00,-0.55,9000,8970,24499,219872610,9000,9100,8890,500,11828858,1.0646E+11
005800,신영와코루,141500,-8500,-5.67,145000,141500,478,70707500,154500,154500,141500,5000,900000,1.2735E+11
001720,신영증권,52100,-2000,-3.70,53300,52100,31837,1690677800,54000,54500,52100,5000,9386237,4.89023E+11
025620,신우,3850,-50.00,-1.28,3850,3800,105881,411662640,4150,4180,3705,500,61884796,2.38256E+11
009270,신원,2255,-50.00,-2.17,2255,2250,208447,473666410,2320,2320,2235,500,63303370,1.42749E+11
002700,신일산업,1765,-5.00,-0.28,1775,1765,1563889,2793334155,1750,1830,1740,500,69461032,1.22599E+11
019170,신풍제약,4990,-130.00,-2.54,5000,4990,281171,1423935880,5100,5200,4980,500,45218000,2.25638E+11
002870,신풍제지,12050,-200.00,-1.63,12050,12000,65034,776338650,11650,12600,11400,5000,3495870,42125233500
005450,신한,3550,50.00,1.43,3550,3540,7996,28163410,3675,3675,3410,5000,7022839,24931078450
055550,신한지주,40800,-800.00,-1.92,40950,40800,447498,18365372150,41550,41550,40750,5000,474199587,1.93473E+13
001770,신화실업,18100,-900.00,-4.74,18200,18100,17871,334256300,19100,19300,18100,5000,1214878,21989291800
004080,신흥,13350,-150.00,-1.11,13400,13350,3080,41306600,13550,13600,13050,500,9600000,1.2816E+11
102280,쌍방울,1770,-90.00,-4.84,1775,1770,10572816,19360407050,1910,1925,1760,500,92124213,1.6306E+11
047400,쌍용머티리얼,2085,30.00,1.46,2090,2085,77164,161440280,2065,2150,2055,500,42000000,87570000000
003410,쌍용양회,16700,0.00,0.00,16750,16700,65510,1091580850,16850,17050,16350,5000,74660436,1.24683E+12
003620,쌍용차,9240,-10.00,-0.11,9250,9240,187904,1727446100,9250,9340,9000,5000,137220096,1.26791E+12
004770,써니전자,2270,-130.00,-5.42,2275,2270,1139574,2590584450,2390,2390,2230,500,26460000,60064200000
004920,씨아이테크,1285,-65.00,-4.81,1300,1285,1240460,1610170270,1315,1385,1225,500,27971071,35942826235
006490,씨앤피로엔,1725,-25.00,-1.43,1740,1725,504944,882955630,1790,1790,1725,500,61390999,1.05899E+11
112610,씨에스윈드,36700,-500.00,-1.34,36700,36650,61452,2259276850,36900,37750,35500,500,17285715,6.34386E+11
008700,아남전자,950,-85.00,-8.21,950,949,3240740,3153317853,1015,1030,920,500,77124820,73268579000
002790,아모레G,178500,7000,4.08,178500,178000,212577,37227189500,171500,178500,166500,500,79790980,1.42427E+13
090430,아모레퍼시픽,378500,-4000,-1.05,378500,378000,206877,76281297000,383000,383000,364000,500,58458490,2.21265E+13
090370,아비스타,5090,-50.00,-0.97,5100,5090,106968,544095760,5140,5220,5040,500,15634461,79579406490
002030,아세아,164000,0.00,0.00,164000,162500,6791,1085662500,164000,164500,155500,5000,2191024,3.59328E+11
183190,아세아시멘트,127000,-1500,-1.17,127500,127000,11782,1507205000,128500,129500,126000,5000,3295809,4.18568E+11
002310,아세아제지,27000,-350.00,-1.28,27000,26500,15157,401686800,27000,27100,26050,5000,8956502,2.41826E+11
083570,아시아10호,5100,-40.00,-0.78,5150,5010,21004,105120500,5020,5100,5000,5000,2607905,13300315500
083580,아시아11호,5100,40.00,0.79,5110,5100,3529,17997900,5100,5100,5100,5000,2607905,13300315500
083590,아시아12호,5100,-30.00,-0.58,5100,5030,2600,13155000,5030,5100,5030,5000,2607905,13300315500
083600,아시아13호,5160,0.00,0.00,5170,5040,0,0,0,0,0,5000,2607905,13456789800
083610,아시아14호,5080,0.00,0.00,5170,5080,0,0,0,0,0,5000,1946194,9886665520
083620,아시아15호,5100,0.00,0.00,5180,5090,0,0,0,0,0,5000,1946583,9927573300
020560,아시아나항공,5680,-340.00,-5.65,5690,5680,4008660,22892062100,5930,5960,5570,5000,195101365,1.10818E+12
122900,아이마켓코리아,31400,-50.00,-0.16,31400,31300,159079,4952925800,31150,31500,30600,500,35943340,1.12862E+12
010780,아이에스동서,75800,800.00,1.07,75800,75700,80734,6075848300,74500,76200,73500,500,27126504,2.05619E+12
033660,아주캐피탈,7000,90.00,1.30,7050,7000,42698,301456110,6910,7130,6860,5000,57545890,4.02821E+11
101140,아티스,1635,-40.00,-2.39,1635,1615,49280,79827210,1660,1780,1570,500,20027281,32744604435
001780,알루코,6680,150.00,2.30,6680,6670,548597,3627089590,6530,6730,6500,500,62814947,4.19604E+11
161000,애경유화,69300,800.00,1.17,69300,69200,5572,380965900,68700,69300,67600,5000,3204000,2.22037E+11
011090,에넥스,7010,210.00,3.09,7020,7010,3838833,27096098800,7000,7420,6790,500,59991641,4.20541E+11
093240,에리트베이직,2485,-50.00,-1.97,2485,2460,40034,99426175,2520,2540,2460,500,16198661,40253672585
005850,에스엘,18400,-400.00,-2.13,18600,18400,57739,1078293550,19000,19000,18400,500,33865090,6.23118E+11
012750,에스원,77300,-100.00,-0.13,77300,77200,51277,3951121300,76800,77800,76600,500,37999178,2.93734E+12
023960,에쓰씨엔지니어링,6490,960.00,17.36,6490,6420,344799,2191688260,5510,6870,5510,500,10176982,66048613180
078520,에이블씨엔씨,19600,-800.00,-3.92,19700,19600,224825,4448095750,19700,20250,19500,500,14003642,2.74471E+11
015260,에이엔피,1110,-15.00,-1.33,1115,1110,218890,244807945,1115,1135,1105,500,41901467,46510628370
036570,엔씨소프트,188000,-2500,-1.31,188500,188000,101421,19268189500,189000,194500,187500,500,21929022,4.12266E+12
138250,엔에스쇼핑,208000,-8000,-3.70,210000,208000,33736,6969083000,214000,215500,201500,5000,3369600,7.00877E+11
085310,엔케이,5450,-120.00,-2.15,5460,5450,1574023,8711009940,5530,5750,5370,500,48983352,2.66959E+11
069640,엠케이트렌드,19050,250.00,1.33,19100,19050,200766,3847443400,18750,19800,18600,500,12649515,2.40973E+11
014440,영보화학,5040,-180.00,-3.45,5050,5040,107012,542725870,5210,5210,5000,500,20000000,1.008E+11
111770,영원무역,60000,-900.00,-1.48,60000,59900,59336,3574613200,60300,61400,59600,500,44311468,2.65869E+12
009970,영원무역홀딩스,93600,300.00,0.32,93800,93600,5530,518607200,94000,95000,92400,500,13635592,1.27629E+12
003520,영진약품,1605,0.00,0.00,1615,1605,1277902,2058667315,1600,1635,1580,500,177620000,2.8508E+11
000670,영풍,1342000,26000,1.98,1342000,1341000,784,1042840000,1318000,1349000,1309000,5000,1842040,2.47202E+12
006740,영풍제지,2120,-65.00,-2.97,2130,2120,40923,86972775,2185,2195,2100,500,22200000,47064000000
012280,영화금속,1455,-20.00,-1.36,1455,1450,161970,234984100,1480,1480,1440,500,45451006,66131213730
012160,영흥철강,2175,-155.00,-6.65,2180,2175,454663,1014408140,2320,2340,2175,500,78389202,1.70497E+11
015360,예스코,37100,-300.00,-0.80,37350,37100,1615,60129050,37400,37400,36950,5000,6000000,2.226E+11
007310,오뚜기,721000,-6000,-0.83,721000,720000,4198,3016145000,727000,727000,707000,5000,3440000,2.48024E+12
002630,오리엔트바이오,668,-28.00,-4.02,670,668,5807108,3998152593,685,739,651,500,100299535,67000089380
001800,오리온,1095000,-50000,-4.37,1095000,1094000,37409,40873242000,1138000,1138000,1076000,5000,5975363,6.54302E+12
010600,와이비로드,2280,-5.00,-0.22,2280,2275,151736,351979430,2295,2380,2240,500,15249884,34769735520
004720,우리들제약,7150,-150.00,-2.05,7150,7140,124990,899614400,7150,7500,7060,500,8147358,58253609700
118000,우리들휴브레인,3460,-500.00,-12.63,3470,3460,736117,2668352165,4000,4005,3345,500,10553044,36513532240
000030,우리은행,9880,-170.00,-1.69,9930,9880,2325359,23148444430,10050,10100,9870,5000,676278371,6.68163E+12
