종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가(원),상장주식수(주),상장시가총액(원)
131180,딜리,1910,-30.00,-1.55,1925,1910,134169,257128145,1940,1940,1900,100,29350000,56058500000
042510,라온시큐어,2005,-25.00,-1.23,2010,2005,659474,1333774795,1985,2065,1960,500,31809612,63778272060
050120,라이브플렉스,1535,5.00,0.33,1535,1515,276415,416755600,1505,1540,1480,500,36493326,56017255410
171120,라이온켐텍,18400,-700.00,-3.66,18400,18350,97496,1808350250,18800,19250,18000,500,15386005,2.83102E+11
171010,램테크놀러지,5480,130.00,2.43,5480,5430,55680,297843120,5290,5650,5210,500,8756128,47983581440
084650,랩지노믹스,29700,-1150,-3.73,29800,29700,66048,1972360800,30200,31200,29150,500,4230076,1.25633E+11
141080,레고켐바이오,30850,0.00,0.00,30850,30600,112762,3404426850,30800,31400,29150,500,7680828,2.36954E+11
060300,레드로버,7990,660.00,9.00,8030,7990,1675905,13264469060,7360,8300,7360,500,28375277,2.26718E+11
038390,레드캡투어,26050,-450.00,-1.70,26100,26050,21532,552207400,26750,26750,25250,500,8589480,2.23756E+11
047440,레이젠,1765,-45.00,-2.49,1780,1765,60002,107137155,1810,1815,1755,500,16618129,29330997685
026040,로만손,19800,-550.00,-2.70,19850,19800,337152,6801036400,19850,21100,19450,500,16503790,3.26775E+11
090360,로보스타,10200,-100.00,-0.97,10200,10150,403325,4052193050,10000,10250,9740,500,7800000,79560000000
016170,로엔,70000,0.00,0.00,70400,70000,36620,2571301300,70000,71800,69600,500,25291705,1.77042E+12
071280,로체시스템즈,5720,1095,23.68,5730,5720,3057533,17111807670,5230,5950,5200,500,8224402,47043579440
043710,로켓모바일,7040,-160.00,-2.22,7040,7030,35944,250618920,7000,7350,6800,500,16811724,1.18355E+11
038060,루멘스,4600,-95.00,-2.02,4605,4600,327574,1530166325,4620,4780,4600,500,47276784,2.17473E+11
082800,루미마이크로,1275,35.00,2.82,1275,1265,10836,13759060,1245,1300,1220,500,37937500,48370312500
051170,루보,4610,-1000,-17.83,4620,4610,4682000,23165045000,4900,5640,4420,500,24613988,1.1347E+11
085370,루트로닉,64600,7700,13.53,64600,64500,295677,18515323500,57400,65300,55200,500,10494641,6.77954E+11
060240,룽투코리아,17850,1100,6.57,17900,17850,1126851,20258841150,17100,19350,16500,500,18280000,3.26298E+11
042940,르네코,434,-7.00,-1.59,434,431,152256,65944773,441,447,429,500,24104242,10461241028
058470,리노공업,49500,650.00,1.33,49650,49500,31759,1574189050,48850,50000,48650,500,15242370,7.54497E+11
039980,리노스,3375,-315.00,-8.54,3380,3375,1814963,6392337270,3605,3690,3375,500,35996153,1.21487E+11
012700,리드코프,16950,-450.00,-2.59,17000,16950,48595,829595500,17100,17350,16850,500,26749230,4.53399E+11
038340,리젠,5820,0.00,0.00,0,0,0,0,0,0,0,500,43358406,2.52346E+11
131100,리켐,2965,-65.00,-2.15,2965,2945,73951,217139910,3030,3100,2860,500,11700000,34690500000
014470,리홈쿠첸,11750,-950.00,-7.48,11800,11750,733743,8911673350,12600,12700,11700,500,35038960,4.11708E+11
042500,링네트,4195,-250.00,-5.62,4200,4195,273722,1163441005,4380,4420,4190,500,14586878,61191953210
098120,마이크로컨텍솔,19100,2300,13.69,19150,19100,426375,7784985850,16800,19150,16700,500,8312766,1.58774E+11
035480,마제스타,4430,-190.00,-4.11,4470,4430,210938,942331270,4475,4610,4410,500,30066703,1.33195E+11
038290,마크로젠,35650,0.00,0.00,35650,35600,118142,4249724800,35550,36900,35400,500,8846736,3.15386E+11
005990,매일유업,37800,-2050,-5.14,38200,37800,104840,3982105350,39350,39750,37150,500,13400000,5.0652E+11
093520,매커스,3100,45.00,1.47,3100,3095,253704,781079580,3080,3150,3020,500,16133092,50012585200
141070,맥스로텍,2745,-35.00,-1.26,2745,2730,118399,319945195,2780,2780,2600,500,11428560,31371397200
072870,메가스터디,34900,250.00,0.72,35250,34900,24558,854795350,34300,35400,33950,500,4016291,1.40169E+11
215200,메가스터디교육,83100,-4200,-4.81,84100,83100,6913,586538600,88400,88400,82400,500,2324376,1.93156E+11
041920,메디아나,28500,-2150,-7.01,28600,28500,130351,3802828850,30500,30600,28450,500,7220780,2.05792E+11
086900,메디톡스,528300,13000,2.52,528400,528300,71638,37148761700,510100,539900,499900,500,5656535,2.98835E+12
078160,메디포스트,111800,2800,2.57,111800,111700,378208,42394989300,108200,116400,107800,500,7206051,8.05637E+11
065650,메디프론,4605,245.00,5.62,4610,4605,483191,2226433060,4370,4770,4300,500,24674353,1.13625E+11
140410,메지온,33700,-2550,-7.03,33750,33700,283224,9724851900,35900,36600,32950,500,8118000,2.73577E+11
059210,메타바이오메드,5610,-290.00,-4.92,5610,5600,652940,3745185950,5730,5980,5570,500,20782874,1.16592E+11
096640,멜파스,3840,-70.00,-1.79,3845,3840,170880,657703470,3840,3970,3790,500,17977151,69032259840
149940,모다정보통신,4370,-150.00,-3.32,4380,4370,147256,654291050,4475,4590,4360,500,9816000,42895920000
080160,모두투어,34500,-800.00,-2.27,34550,34500,238374,8204277250,34400,35250,33200,500,12600000,4.347E+11
100030,모바일리더,10800,-1500,-12.20,10850,10800,123065,1425412250,12100,12550,10700,500,3283714,35464111200
101330,모베이스,7810,-100.00,-1.26,7810,7800,96185,756001150,7800,8090,7750,500,12960000,1.01218E+11
033200,모아텍,2850,-10.00,-0.35,2850,2820,27462,77334330,2885,2885,2785,500,14331185,40843877250
006920,모헨즈,5160,-300.00,-5.49,5170,5160,2440496,12600411145,5420,5550,4960,500,10920000,56347200000
001810,무림SP,4300,-140.00,-3.15,4310,4300,107324,463652550,4370,4525,4225,500,22137500,95191250000
161570,미동전자통신,5240,250.00,5.01,5250,5240,185164,969798020,5040,5380,4905,500,9000000,47160000000
095500,미래나노텍,6950,270.00,4.04,6960,6950,942551,6904958960,6820,7550,6820,500,23289533,1.61862E+11
215750,미래에셋제3호스팩,2205,0.00,0.00,2205,2190,67962,149279870,2180,2215,2180,100,6100000,13450500000
049950,미래컴퍼니,8000,-270.00,-3.26,8110,8000,13770,111643110,8270,8370,8000,500,7660828,61286624000
059090,미코,2500,-200.00,-7.41,2505,2500,829995,2103153860,2725,2725,2455,500,25317077,63292692500
018700,바른손,838,-6.00,-0.71,839,838,1166614,974602010,860,860,801,1000,33366570,27961185660
035620,바른손이앤에이,1565,-35.00,-2.19,1575,1565,1364148,2164724750,1625,1650,1560,500,65481808,1.02479E+11
064520,바른전자,1120,-45.00,-3.86,1135,1120,390571,444570715,1160,1165,1120,500,46144418,51681748160
053030,바이넥스,16150,100.00,0.62,16150,16100,1103160,17864001250,15700,16850,15150,500,30740184,4.96454E+11
084990,바이로메드,177800,-2200,-1.22,177800,177700,135081,24240099200,180000,183700,176500,500,14197877,2.52438E+12
064550,바이오니아,10850,930.00,9.38,10850,10800,642012,6758790150,9940,10900,9940,500,14013008,1.52041E+11
052260,바이오랜드,38400,-300.00,-0.78,38400,38350,461036,17691897850,38300,39600,37150,500,15000000,5.76E+11
038460,바이오스마트,12150,650.00,5.65,12200,12150,2358150,27495263050,11250,12250,10800,500,16613085,2.01849E+11
043220,바이오싸인,2700,30.00,1.12,2705,2700,428346,1185205170,2670,2895,2590,500,15190453,41014223100
086040,바이오톡스텍,3950,-105.00,-2.59,3995,3950,94494,374916800,3865,4195,3860,500,14419623,56957510850
043150,바텍,29600,1100,3.86,29600,29550,914562,27232728000,28600,30550,28300,500,14854256,4.39686E+11
046310,백금T&A,2860,-140.00,-4.67,2875,2860,200239,577180980,2980,2980,2845,500,11451000,32749860000
066110,백산OPC,1955,0.00,0.00,0,0,0,0,0,0,0,500,15300000,29911500000
036620,버추얼텍,2575,165.00,6.85,2575,2570,187325,475865970,2450,2650,2390,500,14821404,38165115300
019660,베리타스,3040,5.00,0.16,3040,2955,24900,74169525,3070,3070,2925,500,18663047,56735662880
014100,보령메디앙스,20400,-2200,-9.73,20400,20350,863468,17790497250,21800,22250,19950,500,10800000,2.2032E+11
006910,보성파워텍,3050,-40.00,-1.29,3080,3050,1121929,3506132400,3085,3285,2995,500,34253279,1.04473E+11
026260,보타바이오,10400,-1150,-9.96,10400,10350,219132,2344905200,11350,11500,10100,500,24043836,2.50056E+11
025270,부산방직,9460,-470.00,-4.73,9490,9460,21656,205517470,9930,10100,9280,500,8000000,75680000000
008470,부스타,4975,-10.00,-0.20,4985,4975,47914,238814405,4970,5040,4920,500,8341600,41499460000
100120,뷰웍스,40000,2800,7.53,40000,39950,432028,16812207450,37800,40000,37750,500,10001865,4.00075E+11
064480,브리지텍,3445,-55.00,-1.57,3450,3445,67091,230180325,3430,3495,3365,500,11952500,41176362500
033560,블루콤,16250,500.00,3.17,16300,16250,1072714,17423523700,15800,16650,15700,500,19200000,3.12E+11
200780,비씨월드제약,36000,-1700,-4.51,36100,36000,67596,2489653950,37700,37700,36000,200,6673848,2.40259E+11
052900,비아이이엠티,2505,-145.00,-5.47,2510,2505,603258,1532474450,2645,2645,2450,500,36062951,90337692255
141000,비아트론,14300,-500.00,-3.38,14350,14300,262533,3849231400,14700,15050,14250,500,10854028,1.55213E+11
045970,비에스이,7300,-290.00,-3.82,7300,7260,23534,175018220,7990,7990,7200,500,13222429,96523731700
090460,비에이치,6610,-190.00,-2.79,6620,6610,56045,375195330,6790,6840,6580,500,15634888,1.03347E+11
083650,비에이치아이,4935,85.00,1.75,4935,4870,48629,239732940,4975,5020,4845,500,26000000,1.2831E+11
086670,비엠티,5870,30.00,0.51,5870,5840,26394,155628680,5840,6070,5800,500,8146529,47820125230
082920,비츠로셀,11700,450.00,4.00,11750,11700,626264,7213335200,11450,11950,11000,500,12857174,1.50429E+11
054220,비츠로시스,1310,20.00,1.55,1320,1310,910549,1211867900,1290,1375,1290,500,40279128,52765657680
042370,비츠로테크,6450,420.00,6.97,6460,6450,1420010,9731721780,6150,7410,6080,500,13481317,86954494650
032850,비트컴퓨터,5890,-80.00,-1.34,5920,5890,374043,2242304950,5870,6170,5860,500,16623293,97911195770
093190,빅솔론,13700,600.00,4.58,13750,13700,157519,2138046250,13100,13850,12900,500,10200000,1.3974E+11
065450,빅텍,1700,15.00,0.89,1705,1700,140655,240267505,1685,1730,1685,200,24500000,41650000000
069540,빛과전자,5300,40.00,0.76,5300,5280,315796,1726718160,5270,5680,5260,500,6316112,33475393600
072950,빛샘전자,4670,-410.00,-8.07,4680,4670,176807,840717765,4850,4995,4600,500,6000000,28020000000
143240,사람인에이치알,20000,1600,8.70,20000,19950,365836,7297309700,18900,20950,18600,500,11634263,2.32685E+11
123260,사파이어테크놀로지,13100,50.00,0.38,13100,13050,35039,457570950,13000,13400,12800,500,8275769,1.08413E+11
016100,산성앨엔에스,75400,-14200,-15.85,75500,75400,1858629,1.46608E+11,84300,88200,75400,500,17939517,1.35264E+12
100090,삼강엠앤티,5400,-30.00,-0.55,5400,5330,121375,643846730,5210,5450,5110,500,12800000,69120000000
122350,삼기오토모티브,4150,80.00,1.97,4155,4150,177170,732868160,4050,4195,4000,100,30827256,1.27933E+11
014970,삼륭물산,5010,-790.00,-13.62,5020,5010,215517,1142371110,5800,5800,5010,500,15125000,75776250000
158380,삼목강업,3850,-65.00,-1.66,3850,3785,39865,151138955,3905,3905,3725,1000,10200000,39270000000
018310,삼목에스폼,24850,1450,6.20,24900,24850,266811,6405239400,23450,25100,22100,500,9800000,2.4353E+11
053700,삼보모터스,9170,160.00,1.78,9180,9170,71805,648178740,8870,9210,8760,500,11313732,1.03747E+11
009620,삼보산업,23200,-700.00,-2.93,23800,23200,2959,69157450,24150,24150,23000,500,1400000,32480000000
023600,삼보판지,8240,-190.00,-2.25,8260,8240,85777,707096210,8430,8430,8190,500,14000000,1.1536E+11
111870,삼본정밀전자,8540,100.00,1.18,8590,8540,42988,370608600,8400,8790,8370,500,9500000,81130000000
009300,삼아제약,18700,-150.00,-0.80,18750,18700,39871,744297450,18850,18850,18300,1000,6370000,1.19119E+11
054540,삼영엠텍,3440,-25.00,-0.72,3445,3440,49059,166769355,3495,3495,3360,500,13544827,46594204880
065570,삼영이엔씨,9660,-340.00,-3.40,9800,9660,78383,768267070,9910,10050,9660,500,8800000,85008000000
082660,삼우엠스,2645,25.00,0.95,2645,2630,40175,103506320,2600,2650,2525,500,11046192,29217177840
073640,삼원테크,929,-45.00,-4.62,930,929,57836,53782683,967,969,902,500,26900000,24990100000
032280,삼일,2955,-70.00,-2.31,2960,2955,46654,138813305,3025,3065,2900,1000,14698439,43433887245
002290,삼일기업공사,2425,-55.00,-2.22,2425,2420,27126,65690940,2530,2530,2365,500,12400000,30070000000
037460,삼지전자,4620,115.00,2.55,4620,4610,100488,464654205,4465,4695,4375,500,13729532,63430437840
032750,삼진,6080,-40.00,-0.65,6080,6070,17681,107149380,6110,6110,5910,500,6000000,36480000000
054090,삼진엘앤디,2620,115.00,4.59,2620,2610,535397,1387756745,2505,2645,2490,500,21553554,56470311480
000250,삼천당제약,10950,250.00,2.34,11000,10950,319025,3468139200,10550,11100,10400,500,21052907,2.30529E+11
024950,삼천리자전거,24650,-550.00,-2.18,24900,24650,69855,1761475800,25200,25850,24650,500,13273577,3.27194E+11
017480,삼현철강,4095,-15.00,-0.36,4095,4085,29711,121854295,4120,4135,4065,500,15702890,64303334550
046390,삼화네트웍스,1445,-35.00,-2.36,1455,1445,457817,664286425,1470,1470,1430,200,42782933,61821338185
027580,상보,4945,-55.00,-1.10,4945,4920,77168,379616310,5000,5040,4850,500,21647587,1.07047E+11
091580,상신이디피,3635,-55.00,-1.49,3635,3585,27449,99361340,3630,3685,3585,500,11295050,41057506750
089980,상아프론테크,6050,0.00,0.00,6050,6040,23542,141485530,6030,6050,5980,500,12535414,75839254700
042600,새로닉스,3420,25.00,0.74,3420,3375,22499,76227635,3455,3455,3355,500,12423574,42488623080
038070,서린바이오,12600,100.00,0.80,12600,12550,107494,1333623050,12350,12850,11750,500,5607434,70653668400
006730,서부T&D,25850,-200.00,-0.77,25900,25850,210641,5517768300,26100,26900,25450,500,34332265,8.87489E+11
079650,서산,122500,-400.00,-0.33,122500,122000,1124,137369100,123200,124700,119800,5000,400000,49000000000
100660,서암기계공업,3415,10.00,0.29,3415,3380,7801,26362785,3430,3440,3345,500,12600000,43029000000
046890,서울반도체,15600,0.00,0.00,15600,15550,443441,6980560700,15300,16250,15250,500,58305400,9.09564E+11
036120,서울신용평가,1145,-115.00,-9.13,1150,1145,561958,665955100,1230,1260,1125,500,35500000,40647500000
063170,서울옥션,20600,-200.00,-0.96,20650,20600,272228,5622038500,20100,21250,20000,500,16917500,3.48501E+11
027040,서울전자통신,535,-5.00,-0.93,535,534,230546,121093271,538,539,522,500,60541638,32389776330
018680,서울제약,20700,-650.00,-3.04,20750,20700,65499,1367154550,21050,21700,19800,500,7117991,1.47342E+11
093920,서원인텍,12750,450.00,3.66,12800,12750,146973,1861564700,12300,13050,11850,500,18600000,2.3715E+11
189860,서전기전,13600,100.00,0.74,13800,13600,21097,286593800,13200,13800,13050,500,4849390,65951704000
122690,서진오토모티브,3625,-65.00,-1.76,3630,3625,90436,325244510,3660,3705,3525,500,16032475,58117721875
011370,서한,2745,130.00,4.97,2745,2740,2395252,6493122595,2630,2770,2615,500,100894865,2.76956E+11
065710,서호전기,16550,750.00,4.75,16650,16550,115137,1898042700,15800,16800,15800,500,5150000,85232500000
033790,서화정보통신,1840,10.00,0.55,1845,1840,17023,31189770,1830,1855,1825,500,11411400,20996976000
035890,서희건설,1370,20.00,1.48,1375,1370,2742387,3783694280,1325,1410,1325,500,159937200,2.19114E+11
003100,선광,24950,150.00,0.60,25000,24950,21609,533003350,24600,25150,23800,1000,6600000,1.6467E+11
123420,선데이토즈,16200,-1500,-8.47,16200,16150,1330409,21847288450,17300,17450,15850,100,32253838,5.22512E+11
014620,성광벤드,12050,-50.00,-0.41,12100,12050,74141,900667250,12150,12400,11950,500,28600000,3.4463E+11
037350,성도이엔지,3990,-70.00,-1.72,4010,3990,104830,419806735,4060,4075,3945,500,15370000,61326300000
081580,성우전자,4490,-120.00,-2.60,4495,4490,135865,614332480,4600,4605,4450,500,14600000,65554000000
045300,성우테크론,2940,160.00,5.76,2940,2935,156172,459716455,2780,3050,2715,500,7978687,23457339780
015750,성우하이텍,9430,70.00,0.75,9430,9420,229270,2167660200,9370,9540,9350,500,60000000,5.658E+11
080470,성창오토텍,3595,-145.00,-3.88,3600,3595,112149,404178635,3710,3725,3495,500,7300000,26243500000
043260,성호전자,981,-1.00,-0.10,981,980,121013,118259018,983,990,967,500,29506142,28945525302
053060,세동,1435,-15.00,-1.03,1440,1435,219113,302267230,1405,1470,1320,500,13468840,19327785400
017510,세명전기,3720,-55.00,-1.46,3760,3720,46758,174779185,3775,3775,3710,500,15246000,56715120000
011560,세보엠이씨,7680,-70.00,-0.90,7700,7680,15822,122694170,7670,8180,7650,500,10530000,80870400000
096690,세우테크,2900,115.00,4.13,2900,2890,97577,279022450,2785,2930,2775,500,10000000,29000000000
100700,세운메디칼,6150,260.00,4.41,6160,6150,967619,5872816260,5830,6180,5830,100,43800000,2.6937E+11
024830,세원물산,8820,-50.00,-0.56,8960,8820,925,8192020,8800,8980,8800,500,8350000,73647000000
036630,세종텔레콤,368,-11.00,-2.90,369,368,610519,227260788,381,387,363,500,200326126,73720014368
039310,세중,3790,-105.00,-2.70,3790,3780,25331,96001075,3910,3910,3750,500,18121667,68681117930
080440,세진전자,642,61.00,10.50,642,641,1501527,921533739,594,695,542,500,16961911,10889546862
067770,세진티에스,3950,-435.00,-9.92,3955,3950,224708,904294610,4540,4540,3400,500,8396593,33166542350
053450,세코닉스,17700,-350.00,-1.94,17850,17700,21523,384903850,18050,18250,17600,500,7792420,1.37926E+11
158310,세호로보트,12200,50.00,0.41,12250,12200,230690,2795625900,12400,12850,11200,500,4221000,51496200000
049180,셀루메드,5850,-160.00,-2.66,5870,5850,246580,1461149140,6100,6100,5810,2500,28827479,1.68641E+11
068270,셀트리온,75100,800.00,1.08,75100,75000,760701,57129930300,73900,76300,73600,1000,111457649,8.37047E+12
068760,셀트리온제약,16050,-150.00,-0.93,16100,16050,51729,833524750,16000,16400,15950,500,20015713,3.21252E+11
053110,소리바다,4650,-90.00,-1.90,4670,4650,347687,1624033000,4580,4795,4580,500,31400495,1.46012E+11
052190,소프트맥스,12300,-2000,-13.99,12350,12300,416341,5583928400,13950,15000,12300,500,6210000,76383000000
032680,소프트센,1850,-50.00,-2.63,1860,1850,91302,170935165,1905,1905,1840,500,30224705,55915704250
054920,소프트포럼,2975,-130.00,-4.19,2995,2975,39157,118511240,3105,3115,2970,500,11840000,35224000000
066910,손오공,7600,900.00,13.43,7600,7590,3153624,23208835510,6820,7690,6820,500,21896161,1.66411E+11
043100,솔고바이오,636,-111.00,-14.86,637,636,8060041,5068628867,597,682,579,500,64174443,40814945748
070300,솔라시아,6140,-30.00,-0.49,6140,5930,46832,277976870,6020,6220,5790,500,6166074,37859694360
154040,솔루에타,8320,-430.00,-4.91,8370,8320,157453,1334063750,8700,8760,8320,500,11026516,91740613120
035610,솔본,6640,-610.00,-8.41,6650,6640,1469502,10111386500,7200,7390,6430,500,27345997,1.81577E+11
036830,솔브레인,47100,-1350,-2.79,47300,47100,36226,1723139500,47900,49200,46950,500,16563161,7.80125E+11
039230,솔브레인이엔지,943,-17.00,-1.77,943,942,44666,42494747,960,981,943,500,36427443,34351078749
086980,쇼박스,7090,-230.00,-3.14,7090,7070,728263,5178790450,7250,7280,6990,500,62600000,4.43834E+11
084180,수성,3800,-5.00,-0.13,3805,3800,19680,74646895,3805,3855,3730,500,8200000,31160000000
094840,슈프리마,20050,-300.00,-1.47,20050,20000,39162,786429050,20000,20600,19950,500,14728000,2.95296E+11
192440,슈피겐코리아,87400,-2100,-2.35,87400,87300,64309,5746979000,88600,91300,87400,500,6216363,5.4331E+11
099440,스맥,4490,-100.00,-2.18,4490,4485,381769,1728846865,4590,4630,4440,500,21899580,98329114200
115570,스타플렉스,7600,-130.00,-1.68,7600,7570,4133,31638940,7580,7950,7510,500,5831681,44320775600
032860,스틸앤리소시즈,190,0.00,0.00,0,0,0,0,0,0,0,500,75148335,14278183650
087220,스틸플라워,1655,-65.00,-3.78,1665,1655,187220,314256670,1710,1735,1655,500,32175555,53250543525
013810,스페코,4270,-15.00,-0.35,4270,4265,117182,501127670,4280,4320,4210,500,13818790,59006233300
039670,스포츠서울,1085,-205.00,-15.89,1085,1080,1064341,1181400980,1120,1170,1035,500,18977474,20590559290
049830,승일,16100,-500.00,-3.01,16200,16100,36849,600420000,16850,16850,16050,500,6132112,98727003200
111610,승화프리텍,145,0.00,0.00,0,0,0,0,0,0,0,500,29410009,4264451305
020710,시공테크,6940,20.00,0.29,6940,6930,249635,1754370150,6920,7180,6830,500,20047970,1.39133E+11
033170,시그네틱스,1470,-40.00,-2.65,1480,1470,243784,363194475,1505,1530,1465,500,85728319,1.26021E+11
025320,시노펙스,1635,-65.00,-3.82,1635,1630,486471,807316115,1695,1695,1630,500,64331971,1.05183E+11
131090,시큐브,4590,-20.00,-0.43,4595,4590,32473,147095985,4625,4630,4455,500,6200000,28458000000
001000,신라섬유,18850,-1150,-5.75,18950,18850,557310,10779496450,20500,21400,16700,500,4855508,91526325800
025870,신라에스지,5380,-490.00,-8.35,5420,5380,151309,837162750,5600,5870,5380,500,4000000,21520000000
065350,신성델타테크,4885,315.00,6.89,4885,4880,1309457,6232658600,4620,4950,4565,500,20000000,97700000000
086830,신양,720,-29.00,-3.87,727,720,232352,167854021,747,747,715,500,19709839,14191084080
017000,신원종합개발,4380,-245.00,-5.30,4400,4380,54281,240952195,4620,4620,4350,5000,10068027,44097958260
012790,신일제약,21350,750.00,3.64,21350,21300,94200,2023420850,20900,21800,20300,500,7900000,1.68665E+11
138070,신진에스엠,27400,-1600,-5.52,27500,27400,76316,2140356450,28450,29000,27300,500,8972183,2.45838E+11
203650,신한제2호SPAC,2195,15.00,0.69,2195,2135,3018,6439520,2220,2220,2125,100,5500000,12072500000
056700,신화인터텍,2860,-15.00,-0.52,2865,2860,92651,265901860,2875,2930,2845,500,27597119,78927760340
187270,신화콘텍,5140,-100.00,-1.91,5140,5130,33355,169250820,5220,5220,4995,500,7469661,38394057540
066430,신후,991,-94.00,-8.66,992,991,195456,198570105,1110,1110,973,500,14205194,14077347254
007820,신흥기계,9380,130.00,1.41,9380,9350,116268,1076616720,9300,9600,9100,500,7665429,71901724020
108320,실리콘웍스,39250,1350,3.56,39250,39200,94601,3644093050,37900,39300,37200,500,16264300,6.38374E+11
036710,심텍,9130,-250.00,-2.67,9150,9130,196106,1817585190,9270,9550,9100,500,33474236,3.0562E+11
010280,쌍용정보통신,1160,-15.00,-1.28,1165,1160,90309,104700745,1175,1185,1105,1000,40464034,46938279440
037760,쎄니트,1535,-50.00,-3.15,1535,1530,528484,803930615,1555,1565,1480,500,32384932,49710870620
136510,쎄미시스코,4515,25.00,0.56,4515,4450,1505,6716685,4490,4545,4440,500,5400000,24381000000
099320,쎄트렉아이,23000,-150.00,-0.65,23100,23000,21695,506230150,23050,23900,23000,500,3659990,84179770000
049960,쎌바이오텍,67800,800.00,1.19,67800,67500,80450,5393788000,66700,68500,65800,500,9400000,6.3732E+11
050890,쏠리드,5930,-50.00,-0.84,5960,5930,27332,163350520,5900,6140,5900,500,21475406,1.27349E+11
099830,씨그널엔터테인먼트그룹,3250,-640.00,-16.45,3250,3245,1893231,6681280355,4000,4020,3235,500,36352946,1.18147E+11
066790,씨씨에스,593,-19.00,-3.10,593,590,1151986,682592532,602,610,588,500,79138321,46929024353
086200,씨앤비텍,5010,230.00,4.81,5020,5010,87921,429169980,4750,5010,4715,500,10341260,51809712600
021880,씨엑스씨종합캐피탈,466,-3.00,-0.64,469,466,4262,1987693,474,474,461,1000,20634874,9615851284
115530,씨엔플러스,4370,195.00,4.67,4370,4365,3557,15161540,4175,4390,4175,500,4723010,20639553700
115480,씨유메디칼,8830,-150.00,-1.67,8840,8830,118980,1052609920,9090,9090,8600,500,6653229,58748012070
096530,씨젠,42100,500.00,1.20,42150,42100,233869,9818797550,41350,42750,41300,500,25398009,1.06926E+12
101240,씨큐브,11550,-800.00,-6.48,11600,11550,535874,6203204450,11950,12100,10900,500,7579080,87538374000
060590,씨티씨바이오,18850,100.00,0.53,18850,18800,309798,5860007950,18550,19300,18500,500,17425133,3.28464E+11
036170,씨티엘,1195,5.00,0.42,1195,1185,74923,88850720,1180,1200,1175,500,31667375,37842513125
013990,아가방컴퍼니,10900,-600.00,-5.22,10950,10900,1270436,13782800800,11200,11200,10500,500,32760000,3.57084E+11
123860,아나패스,14750,-50.00,-0.34,14750,14700,153933,2215778150,14700,14850,14000,500,10127700,1.49384E+11
050320,아남정보기술,3945,75.00,1.94,3950,3945,456427,1825702060,3890,4300,3825,500,7429500,29309377500
072770,아로마소프트,2105,-175.00,-7.68,2105,2100,973261,2067953970,2275,2275,2050,500,15949683,33574082715
058220,아리온,1935,-40.00,-2.03,1940,1935,27989,53918105,1940,1955,1900,500,9998700,19347484500
052710,아모텍,16600,500.00,3.11,16600,16550,355961,5947925850,16850,17250,16200,500,9743406,1.61741E+11
074430,아미노로직스,1205,15.00,1.26,1215,1205,189527,231516035,1215,1240,1185,100,73252320,88269045600
092040,아미코젠,96300,900.00,0.94,96300,96200,75114,7105348400,94200,96500,93200,500,8669450,8.34868E+11
083930,아바코,3465,-30.00,-0.86,3465,3450,106044,366386125,3455,3525,3425,500,15996505,55427889825
149950,아바텍,9500,-270.00,-2.76,9510,9500,94046,901913780,9800,9810,9450,500,16307500,1.54921E+11
036010,아비코전자,5830,0.00,0.00,5830,5820,44005,256840540,5870,5990,5720,500,12772626,74464409580
050860,아세아텍,3030,-45.00,-1.46,3030,3015,113427,342677415,3090,3100,2970,500,17500000,53025000000
067390,아스트,25400,0.00,0.00,25450,25400,267092,6719154250,24800,26150,23300,500,13797653,3.5046E+11
143160,아이디스,16800,300.00,1.82,16800,16700,25215,417158000,16200,17050,16050,500,10716390,1.80035E+11
054800,아이디스홀딩스,17700,850.00,5.04,17700,17600,11678,201887650,16850,17700,16600,500,10347756,1.83155E+11
078780,아이디에스,443,0.00,0.00,0,0,0,0,0,0,0,500,24048477,10653475311
060570,아이리버,5470,-310.00,-5.36,5470,5460,297011,1641590560,5780,5810,5350,500,31060996,1.69904E+11
099190,아이센스,58800,-200.00,-0.34,58900,58800,85771,5121890400,59500,60800,57600,500,9099289,5.35038E+11
040910,아이씨디,6500,-20.00,-0.31,6500,6470,53580,348885940,6500,6640,6410,500,16450664,1.06929E+11
068940,아이씨케이,5110,240.00,4.93,5110,5100,172546,863175035,4870,5110,4770,500,12471889,63731352790
052860,아이앤씨,3100,-135.00,-4.17,3100,3090,42535,132928570,3235,3235,3075,500,14207903,44044499300
069920,아이에스이커머스,10300,-300.00,-2.83,10400,10300,651087,7259748900,10600,11700,10000,500,21004510,2.16346E+11
038880,아이에이,3680,50.00,1.38,3705,3680,91915,340094515,3630,3790,3550,500,30282574,1.1144E+11
101390,아이엠,3520,100.00,2.92,3530,3520,124096,432460535,3370,3565,3370,500,18318009,64479391680
114810,아이원스,25950,-150.00,-0.57,25950,25900,205624,5204811350,25500,26250,24050,500,10495566,2.7236E+11
031310,아이즈비전,3350,-410.00,-10.90,3365,3350,370327,1279673160,3585,3625,3315,500,15772574,52838122900
059100,아이컴포넌트,19150,-800.00,-4.01,19200,19150,74970,1450131900,19950,20200,18600,500,6754625,1.29351E+11
052460,아이크래프트,12200,-100.00,-0.81,12200,12000,40904,494943750,11800,12350,11750,500,8053968,98258409600
119830,아이텍반도체,3240,0.00,0.00,3240,3200,5867,18917660,3115,3270,3115,500,5209046,16877309040
