종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가(원),상장주식수(주),상장시가총액(원)
124500,아이티센,18500,-250.00,-1.33,18500,17450,31550,571944400,18500,19000,17300,500,4420192,81773552000
032080,아즈텍WB,2250,-25.00,-1.10,2255,2250,64069,143763730,2250,2275,2225,500,16081287,36182895750
059120,아진엑스텍,5820,-10.00,-0.17,5860,5820,36572,213614330,5830,5930,5750,500,5630000,32766600000
056730,아큐픽스,1015,-135.00,-11.74,1035,1015,752218,824610555,1180,1190,1015,500,28254581,28678399715
023890,아트라스BX,39500,-100.00,-0.25,39750,39500,16854,666772150,40100,40100,39400,1000,9150000,3.61425E+11
067160,아프리카TV,31300,2150,7.38,31300,31250,1202516,38192865550,29850,33600,29850,500,10318867,3.22981E+11
001540,안국약품,24750,1600,6.91,24800,24750,593247,14319484550,23200,25000,22600,500,13042420,3.228E+11
053800,안랩,52500,-1500,-2.78,52600,52500,86016,4567623400,54100,54700,52100,500,10013855,5.25727E+11
131370,알서포트,2300,-90.00,-3.77,2335,2300,130274,304857585,2375,2440,2285,100,53267083,1.22514E+11
096610,알에프세미,8690,-10.00,-0.11,8690,8680,37885,329600250,8700,8820,8550,500,8120970,70571229300
061040,알에프텍,7080,-360.00,-4.84,7100,7080,192814,1383588150,7350,7430,6980,500,12700000,89916000000
196170,알테오젠,41100,150.00,0.37,41100,41050,66137,2742481900,40800,42200,40200,500,5904945,2.42693E+11
123750,알톤스포츠,10500,200.00,1.94,10550,10500,88788,925746800,10300,10650,10000,500,11556297,1.21341E+11
085810,알티캐스트,8850,-130.00,-1.45,8870,8850,35615,316850330,8930,9090,8800,500,21223160,1.87825E+11
117670,알파칩스,5180,-60.00,-1.15,5220,5180,19889,104374090,5240,5340,5170,500,8032896,41610401280
022220,애강리메텍,2300,15.00,0.66,2335,2300,155844,362964240,2250,2385,2250,500,51794579,1.19128E+11
052790,액토즈소프트,31550,-1650,-4.97,31650,31550,149724,4815357200,32550,33250,31200,500,11325438,3.57318E+11
131400,액트,1425,-35.00,-2.40,1425,1420,42774,60984065,1455,1460,1410,500,15000000,21375000000
030960,양지사,12100,450.00,3.86,12100,12050,2417891,29312506300,11800,13850,10050,500,15980000,1.93358E+11
102120,어보브반도체,5330,-110.00,-2.02,5380,5330,115129,625124730,5440,5550,5330,500,17459653,93059950490
067630,에너지솔루션,5020,-860.00,-14.63,5020,5010,1449420,7703643480,6070,6130,4925,500,14477777,72678440540
019990,에너토크,4650,35.00,0.76,4650,4630,2183,10091195,4555,4685,4555,500,7804870,36292645500
035290,에듀박스,2020,-75.00,-3.58,2040,2020,49720,100279685,2095,2095,2000,500,14710939,29716096780
025980,에머슨퍼시픽,26800,450.00,1.71,26800,26750,127401,3402357150,26000,27600,25850,500,10991011,2.94559E+11
041440,에버다임,7780,80.00,1.04,7800,7780,228291,1807539250,7850,8090,7700,500,17915944,1.39386E+11
038680,에스넷,6110,-220.00,-3.48,6140,6110,258713,1611048340,6300,6400,6050,500,16075215,98219563650
121890,에스디시스템,6050,150.00,2.54,6050,5910,352,2140090,6140,6140,5900,500,3800000,22990000000
097780,에스맥,5680,0.00,0.00,5700,5680,140321,805274590,5620,5950,5570,500,18117580,1.02908E+11
042110,에스씨디,2495,215.00,9.43,2495,2490,1383007,3378594550,2290,2495,2260,500,48329564,1.20582E+11
065420,에스아이리소스,793,-146.00,-15.55,794,793,1722975,1424346949,872,898,782,500,60049916,47619583388
103230,에스앤더블류,3845,-160.00,-4.00,3865,3845,136539,526341845,3945,4000,3605,500,7200000,27684000000
101490,에스앤에스텍,9950,460.00,4.85,9960,9950,619578,6168522760,9550,10250,9530,500,17142140,1.70564E+11
095910,에스에너지,8830,-40.00,-0.45,8830,8820,63009,564289470,8870,9170,8590,500,11125767,98240522610
031330,에스에이엠티,1915,-20.00,-1.03,1920,1915,1679733,3256133025,1935,2065,1850,500,79996594,1.53193E+11
060540,에스에이티,1690,-35.00,-2.03,1690,1685,10779,18421800,1725,1745,1690,500,17870906,30201831140
112240,에스에프씨,2690,15.00,0.56,2695,2690,18688,50105580,2640,2720,2640,500,16464195,44288684550
056190,에스에프에이,48800,0.00,0.00,49000,48800,86164,4259660200,48800,49850,48700,500,17954380,8.76174E+11
080000,에스엔유,4400,15.00,0.34,4400,4385,54826,242093180,4445,4450,4385,500,20433470,89907268000
041510,에스엠,30900,-1300,-4.04,30950,30900,370044,11478695050,31800,31900,30600,500,20648264,6.38031E+11
096630,에스코넥,1130,-20.00,-1.74,1130,1125,374319,424606835,1130,1160,1120,200,65265724,73750268120
069510,에스텍,10900,-450.00,-3.96,10950,10900,22424,246265400,11350,11450,10750,500,10910000,1.18919E+11
041910,에스텍파마,16200,-350.00,-2.11,16200,16150,1136461,18115822000,16350,16650,15250,500,10945571,1.77318E+11
039440,에스티아이,5760,-390.00,-6.34,5760,5750,199692,1174028220,6000,6150,5760,500,12273670,70696339200
098660,에스티오,3945,-35.00,-0.88,3945,3860,28408,110811775,3980,4040,3785,500,8375026,33039477570
052020,에스티큐브,3050,-120.00,-3.79,3075,3050,143318,447105570,3150,3200,3045,500,21615796,65928177800
050760,에스폴리텍,1940,-55.00,-2.76,1940,1935,96606,188349815,2000,2000,1910,500,16334678,31689275320
058610,에스피지,6260,-180.00,-2.80,6300,6260,88648,564795510,6430,6500,6260,500,16182026,1.01299E+11
043340,에쎈테크,564,-14.00,-2.42,565,564,81703,45919488,578,598,555,500,72000000,40608000000
054630,에이디칩스,4570,165.00,3.75,4590,4570,153060,705151290,4320,4860,4320,500,8496720,38830010400
200710,에이디테크놀로지,40100,300.00,0.75,40100,40050,81807,3318507250,39800,41500,38200,500,4087195,1.63897E+11
031860,에이모션,2560,215.00,9.17,2605,2560,1148891,2990077110,2440,2800,2420,500,13375930,34242380800
003800,에이스침대,142500,-7000,-4.68,145000,142500,1067,156621100,148200,157000,142500,5000,2218000,3.16065E+11
088800,에이스테크,3885,60.00,1.57,3890,3885,116680,453304740,3820,3935,3800,500,23815598,92523598230
071930,에이스하이텍,506,0.00,0.00,0,0,0,0,0,0,0,500,42932794,21723993764
138360,에이씨티,21900,-4250,-16.25,21950,21900,362314,8275034550,26000,26000,21500,500,6115000,1.33919E+11
028300,에이치엘비,30650,500.00,1.66,30700,30650,395744,12082793000,29700,31450,29700,500,34148352,1.04665E+12
044780,에이치케이,1655,-25.00,-1.49,1670,1655,32680,54890735,1680,1710,1650,500,18405787,30461577485
071670,에이테크솔루션,4880,-35.00,-0.71,4885,4880,17076,83212795,4915,4935,4800,500,10000000,48800000000
045660,에이텍,5520,-20.00,-0.36,5520,5490,50809,279856470,5540,5580,5460,500,13600000,75072000000
021080,에이티넘인베스트,2735,35.00,1.30,2735,2730,1068393,2899045100,2700,2795,2635,500,48000000,1.3128E+11
089530,에이티세미콘,1380,-35.00,-2.47,1385,1380,349376,482823290,1375,1420,1350,500,50685473,69945952740
073570,에이티테크놀러지,1000,64.00,6.84,1000,981,201764,195670920,945,1035,921,500,14064745,14064745000
043580,에임하이,2010,-15.00,-0.74,2025,2010,75484,151494515,2030,2040,1945,500,14501566,29148147660
038870,에코에너지,21900,1100,5.29,21900,21850,204989,4394740000,20650,22000,20000,500,8916941,1.95281E+11
086520,에코프로,8530,-250.00,-2.85,8590,8530,97102,839069870,8770,8830,8530,500,14022511,1.19612E+11
038110,에코플라스틱,2650,-40.00,-1.49,2650,2625,96290,254875365,2660,2695,2620,500,21612122,57272123300
073540,에프알텍,2380,-75.00,-3.05,2380,2375,66895,160771580,2455,2465,2380,500,11400000,27132000000
036810,에프에스티,7020,520.00,8.00,7040,7020,1035456,7201275720,6500,7260,6410,500,14931757,1.04821E+11
173940,에프엔씨엔터,19100,-150.00,-0.78,19200,19100,63495,1227634550,19400,19500,19000,500,12641094,2.41445E+11
065160,에프티이앤이,3090,-15.00,-0.48,3095,3090,999295,3163739500,3170,3335,3065,500,43893763,1.35632E+11
054940,엑사이엔씨,3140,55.00,1.78,3160,3140,562466,1763316565,3050,3220,3010,500,33173548,1.04165E+11
067570,엔브이에이치코리아,4115,45.00,1.11,4115,4090,32510,133491505,4000,4190,4000,500,28722222,1.18192E+11
054340,엔알케이,1470,0.00,0.00,0,0,0,0,0,0,0,500,16800000,24696000000
095300,엔에스브이,3000,-300.00,-9.09,3020,3000,323538,961150120,3200,3200,2805,500,8828619,26485857000
207720,엔에이치SL스팩,2265,0.00,0.00,2265,2230,501,1134765,2265,2265,2265,100,2505000,5673825000
206640,엔에이치스팩2호,5000,-270.00,-5.12,5000,4990,180224,923378450,5140,5500,4945,100,4600000,23000000000
198440,엔에이치스팩3호,3000,0.00,0.00,0,0,0,0,0,0,0,100,7000000,21000000000
215790,엔에이치스팩5호,2180,5.00,0.23,2180,2165,98644,214478585,2160,2190,2155,100,7000000,15260000000
217810,엔에이치스팩7호,2145,20.00,0.94,2150,2145,55585,118648480,2125,2150,2120,100,4830000,10360350000
069410,엔텔스,11200,-250.00,-2.18,11250,11200,40804,457996850,11350,11500,11000,500,6899227,77271342400
068150,엔티피아,922,-44.00,-4.55,923,922,752437,704413205,984,987,912,500,55159443,50857006446
048830,엔피케이,2515,-65.00,-2.52,2520,2515,58032,143660820,2580,2580,2445,500,12923923,32503666345
060900,엘 에너지,787,0.00,0.00,0,0,0,0,0,0,0,500,47567636,37435729532
096870,엘디티,2885,10.00,0.35,2885,2860,44751,130149000,2835,2980,2835,500,6678400,19267184000
061970,엘비세미콘,1480,15.00,1.02,1480,1450,85506,125304195,1460,1510,1450,500,43784592,64801196160
138690,엘아이에스,15000,-1550,-9.37,15050,15000,390680,6055537750,16000,16350,14900,500,10529082,1.57936E+11
208140,엘아이지스팩2호,2225,-10.00,-0.45,2225,2200,7601,16745235,2205,2225,2200,100,2710000,6029750000
066970,엘앤에프,6400,80.00,1.27,6400,6350,31580,201126500,6210,6600,6210,500,14208497,90934380800
073110,엘엠에스,12750,-400.00,-3.04,12800,12750,152465,1989041200,13000,13400,12750,500,8895755,1.13421E+11
083310,엘오티베큠,17000,200.00,1.19,17050,17000,197324,3375155350,16800,17550,16550,500,11450049,1.94651E+11
037950,엘컴텍,1640,-10.00,-0.61,1640,1625,65199,107980130,1655,1750,1605,500,82667519,1.35575E+11
170920,엘티씨,16050,-400.00,-2.43,16200,16050,58510,963661000,16600,17200,16050,500,6830288,1.09626E+11
058630,엠게임,6950,-420.00,-5.70,6950,6940,1366213,9880011590,7380,7520,6950,500,19107750,1.32799E+11
019590,엠벤처투자,699,11.00,1.60,699,698,6467806,4634336360,790,793,662,500,69075820,48283998180
097520,엠씨넥스,45000,2500,5.88,0,0,329392,15161344350,42900,49500,41550,500,6019479,2.70877E+11
009780,엠에스씨,59500,1200,2.06,60100,59500,1027,61411000,58300,60800,58300,5000,880000,52360000000
123040,엠에스오토텍,3900,-25.00,-0.64,3935,3900,2830334,11038956955,4085,4085,3890,500,14072176,54881486400
074150,엠제이비,535,22.00,4.29,536,535,1170552,644619125,518,613,500,500,27217003,14561096605
032790,엠젠,6020,-150.00,-2.43,6140,6020,41334,253288010,5960,6270,5880,500,7976547,48018812940
033160,엠케이전자,9850,-50.00,-0.51,9850,9840,688206,6846500180,9950,10300,9750,500,21807689,2.14806E+11
050540,엠피씨,3905,-60.00,-1.51,3910,3905,93389,358599935,3960,3960,3685,500,20286141,79217380605
090740,연이정보통신,2385,-35.00,-1.45,2410,2385,4166,9979915,2385,2420,2385,500,16000000,38160000000
193250,영백씨엠,10000,100.00,1.01,10050,10000,12391,122870370,9660,10050,9660,500,2693705,26937050000
007530,영신금속,3175,-130.00,-3.93,3180,3175,144715,462936870,3300,3300,3135,500,6292968,19980173400
143540,영우디에스피,7950,260.00,3.38,7960,7950,16586,132414960,7690,8150,7690,500,5181948,41196486600
036180,영인프런티어,3275,25.00,0.77,3330,3275,132410,440336450,3250,3390,3215,500,17600341,57641116775
036560,영풍정밀,10750,0.00,0.00,10750,10650,42625,454743100,10750,10800,10550,500,15750000,1.69313E+11
036000,예림당,5400,-300.00,-5.26,5440,5400,250302,1389889600,5700,5780,5400,500,23034277,1.24385E+11
053280,예스24,11900,0.00,0.00,11900,11850,140856,1666594150,11850,12150,11550,500,17200000,2.0468E+11
045060,오공,5300,365.00,7.40,5310,5300,5120843,27100733665,5170,5550,4935,500,11521974,61066462200
080520,오디텍,10000,240.00,2.46,10000,9970,175649,1756479320,9730,10200,9640,500,11746609,1.17466E+11
039830,오로라,13650,-650.00,-4.55,13750,13650,286919,4006878550,14200,14450,13650,500,10762890,1.46913E+11
046120,오르비텍,6850,-260.00,-3.66,6920,6850,111876,787956740,7290,7290,6850,500,8526302,58405168700
014940,오리엔탈정공,1830,-55.00,-2.92,1830,1800,7383,13570460,1850,1850,1795,500,36132803,66123029490
065500,오리엔트정공,813,59.00,7.82,815,813,677863,552767663,754,883,744,500,22143627,18002768751
010470,오리콤,7720,-130.00,-1.66,7730,7720,3991,31007370,7940,7940,7620,1000,10894250,84103610000
053980,오상자이엘,17850,-1350,-7.03,18000,17850,85718,1560317050,19200,19200,17750,500,17747882,3.168E+11
052420,오성엘에스티,465,-17.00,-3.53,466,465,1558062,731473257,478,482,462,500,123955573,57639341445
039200,오스코텍,4940,-460.00,-8.52,4940,4935,1309760,6457198140,5220,5240,4705,500,24119008,1.19148E+11
031510,오스템,2175,-10.00,-0.46,2175,2160,45569,98794435,2185,2200,2140,500,26000000,56550000000
048260,오스템임플란트,68500,3500,5.38,68500,68400,393661,26389204400,64400,69400,63400,500,14285717,9.78572E+11
138080,오이솔루션,17700,250.00,1.43,17750,17700,51661,915676000,17450,18000,17000,500,5179610,91679097000
080580,오킨스전자,12750,550.00,4.51,12800,12750,177723,2241961550,12000,13100,11950,500,6200000,79050000000
067170,오텍,6450,-50.00,-0.77,6450,6440,65027,414430870,6500,6610,6240,500,11428214,73711980300
049480,오픈베이스,1670,-30.00,-1.76,1675,1670,326543,549480860,1670,1715,1655,500,31422383,52475379610
057540,옴니시스템,2385,55.00,2.36,2385,2380,1835783,4263065210,2305,2385,2190,500,40679015,97019450775
057680,옴니텔,3510,-50.00,-1.40,3515,3510,237810,821610230,3580,3650,3375,500,15557273,54606028230
082210,옵트론텍,5150,-40.00,-0.77,5200,5150,168080,880865370,5050,5370,5050,500,20168748,1.03869E+11
109080,옵티시스,6600,-40.00,-0.60,6600,6590,314483,2190611660,6840,7290,6600,500,5636000,37197600000
052770,와이디온라인,9500,170.00,1.82,9500,9490,1372092,13178510320,9400,10100,9230,500,22166700,2.10584E+11
122990,와이솔,11400,0.00,0.00,11450,11400,473598,5453808750,11400,11750,11250,500,17918184,2.04267E+11
067900,와이엔텍,4130,30.00,0.73,4130,4100,38423,156856560,4100,4130,4030,500,14061572,58074292360
155650,와이엠씨,3165,-35.00,-1.09,3165,3155,20070,63259865,3200,3200,3125,500,9865093,31223019345
040670,와이즈파워,168,0.00,0.00,0,0,0,0,0,0,0,100,97769579,16425289272
019210,와이지-원,13300,250.00,1.92,13300,13250,165137,2174354650,12950,13350,12800,500,24013230,3.19376E+11
122870,와이지엔터테인먼트,45450,-650.00,-1.41,45500,45450,196308,8850813150,46000,46150,44600,500,15051204,6.84077E+11
079000,와토스코리아,15700,-150.00,-0.95,15700,15600,12616,197482750,16100,16100,15300,500,5700000,89490000000
089230,용현BM,807,-21.00,-2.54,807,804,76349,61585395,815,823,791,500,41895922,33810009054
114630,우노앤컴퍼니,6140,-60.00,-0.97,6140,6130,34547,208762450,6300,6300,5850,500,13013789,79904664460
032820,우리기술,579,19.00,3.39,579,578,289562,165493569,560,583,552,500,69874062,40457081898
041190,우리기술투자,534,-6.00,-1.11,536,534,359252,190951487,544,544,525,500,84000000,44856000000
115440,우리넷,4540,170.00,3.89,4540,4520,91637,412700440,4415,4590,4370,500,6365710,28900323400
046970,우리로,5380,30.00,0.56,5380,5350,9708,51264430,5300,5450,5250,500,6940000,37337200000
215360,우리산업,18300,200.00,1.10,18300,18150,83575,1507103500,17800,18600,17700,500,9132163,1.67119E+11
072470,우리산업홀딩스,6010,-510.00,-7.82,6060,6010,170375,1049009580,6550,6550,6010,500,6517188,39168299880
153490,우리이앤엘,2200,-45.00,-2.00,2200,2195,50922,111847985,2215,2260,2160,500,32000000,70400000000
082850,우리이티아이,2560,-100.00,-3.76,2590,2560,58802,152524130,2660,2660,2560,500,41452323,1.06118E+11
037400,우리조명,4565,-155.00,-3.28,4580,4565,337330,1576464240,4600,4900,4500,500,23814000,1.08711E+11
101170,우림기계,4605,-35.00,-0.75,4605,4585,34937,159821915,4640,4670,4520,500,13500000,62167500000
011080,우성I&C,1550,-125.00,-7.46,1550,1545,377966,599296460,1625,1670,1530,500,32666368,50632870400
194610,우성아이비,3010,15.00,0.50,3050,3010,10765,32216345,2920,3100,2905,100,11729749,35306544490
066590,우수AMS,1890,-5.00,-0.26,1890,1880,83898,158298445,1905,1920,1855,500,16994599,32119792110
046940,우원개발,4250,0.00,0.00,4255,4250,171476,732263295,4155,4420,4070,500,14650592,62265016000
052270,우전앤한단,1700,0.00,0.00,0,0,0,0,0,0,0,500,28728282,48838079400
065680,우주일렉트로,15050,650.00,4.51,15050,14900,30039,449746750,14350,15100,14300,500,9934220,1.4951E+11
018620,우진비앤지,7500,200.00,2.74,7510,7500,152087,1129223040,7270,7540,7270,500,9568998,71767485000
032940,원익,6500,-220.00,-3.27,6500,6490,322530,2071796430,6720,6750,6120,500,12218224,79418456000
030530,원익IPS,14050,-450.00,-3.10,14150,14050,432302,6127868300,14350,14450,14000,500,80500626,1.13103E+12
074600,원익QnC,19900,0.00,0.00,19950,19900,74316,1462394050,19800,20050,19350,500,13114000,2.60969E+11
104830,원익머트리얼즈,69000,2400,3.60,69000,68800,65428,4395603000,66600,69000,65200,500,6161000,4.25109E+11
014190,원익큐브,3900,-350.00,-8.24,3905,3900,654395,2616691130,4090,4180,3750,500,27399906,1.0686E+11
012620,원일특강,14100,200.00,1.44,14200,14100,20466,287251600,13900,14450,13800,500,4400000,62040000000
008370,원풍,3780,-145.00,-3.69,3780,3775,72807,277592600,3925,3965,3735,500,12000000,45360000000
008290,원풍물산,11100,-550.00,-4.72,11100,11050,936497,10541071900,10600,12450,10050,500,33626104,3.7325E+11
101160,월덱스,2200,-20.00,-0.90,2200,2155,74168,162409950,2220,2300,2135,500,13500000,29700000000
095270,웨이브일렉트로,14000,-150.00,-1.06,14000,13950,9294,129795400,14150,14300,13700,500,10594500,1.48323E+11
036260,웰메이드예당,3375,-225.00,-6.25,3380,3375,325724,1127842605,3560,3630,3365,500,15376166,51894560250
065950,웰크론,5230,70.00,1.36,5240,5230,5626600,29838190890,5290,5530,5120,500,25027585,1.30894E+11
114190,웰크론강원,3145,-20.00,-0.63,3175,3145,25843,81547205,3110,3230,3095,500,15253030,47970779350
076080,웰크론한텍,2940,-35.00,-1.18,2995,2940,258389,776984530,2940,3100,2915,500,17723231,52106299140
069080,웹젠,34200,-1600,-4.47,34250,34200,752633,26414731850,35000,36350,33950,500,35310884,1.20763E+12
039790,위노바,3350,-150.00,-4.29,3360,3350,1548022,5302458825,3475,3600,3250,500,67427567,2.25882E+11
044340,위닉스,13650,-1950,-12.50,13650,13600,1075372,15182431950,15250,15450,13300,500,16358641,2.23295E+11
112040,위메이드,38050,-2200,-5.47,38100,38050,251609,9787949350,39800,40050,38050,500,16800000,6.3924E+11
038620,위즈코프,923,-49.00,-5.04,927,923,715192,671047635,973,982,900,500,27402808,25292791784
036090,위지트,1295,55.00,4.44,1295,1290,5256258,6672795390,1275,1300,1220,500,61739513,79952669335
136540,윈스,8810,-130.00,-1.45,8810,8800,34682,307417360,8840,9010,8810,500,11305231,99599085110
097800,윈팩,1750,-90.00,-4.89,1760,1750,50042,88726105,1800,1840,1730,500,14200000,24850000000
192390,윈하이텍,7870,240.00,3.15,7870,7840,39147,301176170,7780,7880,7570,500,6600300,51944361000
044480,유니더스,3915,0.00,0.00,3930,3915,203757,809255290,3975,4100,3870,500,8600000,33669000000
036200,유니셈,16700,-50.00,-0.30,16750,16700,78891,1320059550,16850,17450,16250,500,15265559,2.54935E+11
018000,유니슨,2620,-85.00,-3.14,2655,2620,168862,462312590,2675,2930,2615,500,41854738,1.09659E+11
011320,유니크,4435,55.00,1.26,4435,4430,25542,111926775,4380,4470,4295,500,19320695,85687282325
086390,유니테스트,17500,-700.00,-3.85,17550,17500,511877,9006581550,18150,18200,17200,500,18507268,3.23877E+11
048430,유라테크,6700,-290.00,-4.15,6700,6690,42338,287137980,7000,7040,6700,500,11520000,77184000000
089850,유비벨록스,14600,-650.00,-4.26,14650,14600,88254,1303014750,15250,15250,14350,500,6051454,88351228400
032620,유비케어,2910,-45.00,-1.52,2910,2905,219786,645839980,2930,2985,2910,500,40286470,1.17234E+11
078070,유비쿼스,13850,-550.00,-3.82,13850,13800,357456,4958521150,14450,14600,13400,500,21200000,2.9362E+11
024800,유성티엔에스,2515,-65.00,-2.52,2540,2515,151085,383723700,2575,2650,2500,500,22723235,57148936025
054930,유신,9170,-260.00,-2.76,9290,9170,5326,49211210,9670,9670,9150,5000,3000000,27510000000
069330,유아이디,3575,-375.00,-9.49,3580,3575,289613,1079546885,3945,3950,3575,500,11887792,42498856400
049520,유아이엘,11500,100.00,0.88,11500,11450,80031,922180200,11200,11800,11100,500,11392470,1.31013E+11
204620,유안타제1호스팩,2435,-10.00,-0.41,2440,2400,86278,211352190,2425,2550,2400,100,6000000,14610000000
036500,유원컴텍,3630,-130.00,-3.46,3630,3625,99369,363923425,3755,3785,3595,500,16913315,61395333450
195990,유지인트,18150,-550.00,-2.94,18250,18150,127855,2340752550,18650,18750,18050,500,11548800,2.09611E+11
023410,유진기업,6220,10.00,0.16,6230,6220,1094705,6810355650,6120,6320,6090,500,74000000,4.6028E+11
056080,유진로봇,5890,-110.00,-1.83,5900,5890,387204,2319950790,6020,6210,5810,500,22717978,1.33809E+11
215090,유진에이씨피씨스팩2호,2160,5.00,0.23,2160,2150,9796,21095330,2150,2165,2150,100,5500000,11880000000
084370,유진테크,17400,-550.00,-3.06,17450,17400,303691,5483473750,18200,18450,17400,500,22372427,3.8928E+11
044960,이-글 벳,4335,185.00,4.46,4345,4335,2475865,10782037255,4250,4475,4200,500,11668434,50582661390
039020,이건창호,4030,-85.00,-2.07,4035,4030,77565,310794155,4035,4110,3980,1000,14327078,57738124340
060230,이그잭스,2510,-25.00,-0.99,2515,2510,20450,50916965,2565,2610,2435,500,9192591,23073403410
067920,이글루시큐리티,5030,130.00,2.65,5030,4950,32526,159438250,5050,5050,4750,500,10228248,51448087440
109960,이너스텍,28000,-150.00,-0.53,28000,27950,235728,6625811250,27200,29950,26450,500,3851700,1.07848E+11
073490,이노와이어리스,13100,50.00,0.38,13100,13050,30481,391813350,12800,13100,12550,500,6002500,78632750000
080420,이노칩,13300,-100.00,-0.75,13300,13250,55828,740914100,13100,13400,13100,500,14907743,1.98273E+11
088390,이녹스,14000,50.00,0.36,14050,14000,77091,1071063500,13750,14150,13550,500,12308242,1.72315E+11
053350,이니텍,6220,90.00,1.47,6220,6210,236309,1478189390,6000,6400,6000,500,19790916,1.23099E+11
033110,이디,2790,-90.00,-3.13,2790,2785,191306,535643815,2900,2905,2760,500,25385703,70826111370
041520,이라이콤,19800,-50.00,-0.25,19800,19700,91929,1796540100,19450,19950,18900,500,12188730,2.41337E+11
054210,이랜텍,6010,-10.00,-0.17,6020,6010,167258,1007320380,5920,6250,5870,500,16087061,96683236610
065440,이루온,2580,-215.00,-7.69,2580,2575,183311,483699095,2800,2810,2510,500,9658100,24917898000
115610,이미지스,4565,15.00,0.33,4565,4560,27396,125776540,4540,4695,4530,500,7669128,35009569320
078020,이베스트투자증권,12250,-1050,-7.89,12350,12250,53582,679907750,13250,13250,12150,5000,40481190,4.95895E+11
080010,이상네트웍스,6600,600.00,10.00,6610,6600,173492,1104815530,6000,6800,5830,500,9000000,59400000000
086890,이수앱지스,8500,10.00,0.12,8510,8500,76084,647722410,8490,8640,8460,500,14834166,1.2609E+11
047560,이스트소프트,23800,1350,6.01,23800,23750,277696,6626009500,22800,24750,22600,500,9899400,2.35606E+11
067010,이씨에스,5040,-40.00,-0.79,5040,5020,24041,120598380,5050,5070,5000,500,7500000,37800000000
102710,이엔에프테크놀로지,19600,350.00,1.82,19650,19600,254274,4945397250,18950,20150,18250,500,14200000,2.7832E+11
094190,이엘케이,3585,-30.00,-0.83,3615,3585,80304,287007530,3555,3625,3515,500,17595366,63079387110
123570,이엠넷,6040,-70.00,-1.15,6040,5920,1102,6615110,6110,6110,5880,500,5500000,33220000000
095190,이엠코리아,6000,40.00,0.67,6000,5990,104334,627189080,5940,6100,5910,500,21413947,1.28484E+11
091120,이엠텍,10200,-50.00,-0.49,10200,10150,239084,2461137450,10250,10500,10000,500,14035223,1.43159E+11
039030,이오테크닉스,84200,-17900,-17.53,84300,84200,535767,47618601800,100500,100500,84200,500,12270626,1.03319E+12
088290,이원컴포텍,1800,5.00,0.28,1805,1800,15248,27329720,1720,1800,1720,500,12528669,22551604200
033600,이젠텍,1810,-125.00,-6.46,1815,1810,173778,320732845,1935,1980,1810,500,11500000,20815000000
035810,이지바이오,5250,130.00,2.54,5260,5250,684239,3570688060,5110,5320,5060,500,50524161,2.65252E+11
090850,이지웰페어,12900,200.00,1.57,12900,12850,78652,987213900,12600,12950,12150,500,9893000,1.2762E+11
058530,이큐스앤자루,4270,35.00,0.83,4270,4260,522363,2232630125,4160,4450,4100,500,29959056,1.27925E+11
092130,이크레더블,10850,400.00,3.83,10850,10800,23969,260302300,10550,11250,10500,500,12043600,1.30673E+11
016250,이테크건설,230000,-1300,-0.56,230000,229800,4153,953896800,233800,233800,226300,5000,2800000,6.44E+11
096040,이트론,340,-4.00,-1.16,344,340,978961,339239208,348,354,340,200,55744968,18953289120
134060,이퓨쳐,4835,-195.00,-3.88,4850,4835,104643,507803820,4980,5090,4700,500,4769250,23059323750
001840,이화공영,3770,145.00,4.00,3785,3770,404275,1502055070,3600,3950,3510,500,19805760,74667715200
024810,이화전기,278,3.00,1.09,279,278,2358474,647124692,273,279,270,200,191248980,53167216440
041830,인바디,42900,7150,20.00,42900,42850,2907745,1.1957E+11,36850,43000,36750,500,13683782,5.87034E+11
060150,인선이엔티,5800,100.00,1.75,5820,5800,776234,4507878830,5740,5960,5640,500,34125000,1.97925E+11
033230,인성정보,4560,-30.00,-0.65,4565,4560,76341,349249895,4550,4660,4520,500,16965620,77363227200
037330,인지디스플레,1930,-50.00,-2.53,1930,1925,569155,1090843350,1985,1985,1900,500,35603146,68714071780
083640,인콘,6550,-30.00,-0.46,6550,6500,43585,281858230,6700,6700,6380,500,6394863,41886352650
049070,인탑스,18000,150.00,0.84,18050,18000,38909,691437650,17500,18050,17350,500,8600000,1.548E+11
119610,인터로조,28950,1800,6.63,28950,28900,52227,1477323200,27100,29000,27100,500,10776000,3.11965E+11
017250,인터엠,3115,185.00,6.31,3115,3110,1043280,3171652550,2980,3135,2910,500,18926986,58957561390
108790,인터파크,20950,200.00,0.96,20950,20850,221951,4605579100,20500,20950,20350,500,32841519,6.8803E+11
035080,인터파크홀딩스,8330,-310.00,-3.59,8340,8330,323855,2720234600,8450,8570,8310,500,59500000,4.95635E+11
051370,인터플렉스,12200,-150.00,-1.21,12250,12200,162637,1989623100,12000,12500,12000,500,16380672,1.99844E+11
023430,인테그레이티드에너지,450,-3.00,-0.66,450,448,1557298,706205814,453,470,444,500,108333884,48750247800
064290,인텍플러스,4400,20.00,0.46,4405,4400,31733,137363900,4400,4530,4270,500,9290333,40877465200
150840,인트로메딕,12650,0.00,0.00,12750,12650,61059,773904050,12700,12950,12450,500,7171178,90715401700
